Measurement outcome,Frequency
00000,273
00001,148
10000,127
10001,73
10010,57
10011,39
10100,80
10101,43
10110,72
10111,39
11000,148
11001,70
11010,100
11011,57
11100,169
11101,105
11110,160
11111,110
00010,131
00011,124
00100,120
00101,64
00110,94
00111,43
01000,192
01001,96
01010,85
01011,64
01100,104
01101,65
01110,92
01111,54
