Measurement outcome,Frequency
1001100011,3
1001100100,5
1001100101,2
1001100111,1
1001101000,4
1001101001,2
1001101010,1
1001101011,1
1001101101,2
1001101111,2
0000100111,1
1001110000,7
1001110001,5
1001110010,3
1001110011,1
1001110100,2
1001110101,2
1001110110,1
1001111000,5
1001111001,1
1001111010,1
1001111100,2
1001111101,1
1001111111,1
0000101000,15
1010000000,10
1010000001,12
1010000010,8
1010000011,2
1010000100,5
1010000101,1
1010000110,2
1010000111,1
1010001000,6
1010001001,3
1010001010,1
1010001011,1
1010001100,2
1010001101,1
1010001110,1
1010001111,1
0000101001,5
1010010000,6
1010010001,7
1010010010,5
1010010011,2
1010010100,4
1010010110,3
1010011000,3
1010011001,2
1010011010,2
1010011011,1
1010011101,1
1010011110,1
0000101010,7
1010100000,15
1010100001,12
1010100100,1
1010100101,1
1010100110,2
1010101000,3
1010101001,1
1010101010,2
1010101011,1
1010101100,2
1010101101,2
1010101110,1
0000101011,4
1010110000,7
1010110001,6
1010110010,3
1010110011,2
1010110100,3
1010110101,4
1010110110,2
1010110111,1
1010111000,5
1010111011,1
1010111100,2
1010111101,2
0000101100,4
1011000000,13
1011000001,7
1011000010,1
1011000011,2
1011000100,2
1011000101,1
1011000110,3
1011000111,2
1011001000,7
1011001001,3
1011001010,5
1011001100,2
1011001110,4
0000101101,5
1011010000,8
1011010001,3
1011010010,2
1011010101,1
1011010111,1
1011011000,7
1011011001,2
1011011011,1
1011011101,1
1011011110,1
1011011111,1
1011100000,5
1011100001,5
1011100011,1
1011100100,5
1011100101,3
1011100111,2
1011101000,6
1011101001,3
1011101010,1
1011101011,2
1011101100,6
1011101101,2
1011101110,1
0000101111,3
1011110000,11
1011110001,5
1011110010,5
1011110011,2
1011110100,1
1011110101,2
1011111000,2
1011111001,1
1011111010,4
1011111011,1
1011111101,3
1011111111,1
0000000011,6
0000110000,12
1100000000,25
1100000001,11
1100000010,7
1100000011,3
1100000100,5
1100000101,2
1100000110,1
1100000111,1
1100001000,5
1100001001,3
1100001010,2
1100001011,2
1100001100,2
1100001101,4
1100001110,1
1100001111,3
0000110001,11
1100010000,11
1100010001,8
1100010010,7
1100010011,4
1100010100,2
1100010101,2
1100010110,1
1100010111,3
1100011000,5
1100011001,2
1100011010,1
1100011011,1
1100011100,2
1100011101,1
1100011110,1
0000110010,4
1100100000,20
1100100001,13
1100100010,3
1100100100,6
1100100101,2
1100100110,1
1100100111,3
1100101000,5
1100101001,2
1100101011,1
1100101101,1
1100101111,1
0000110011,1
1100110000,9
1100110001,10
1100110010,2
1100110011,4
1100110100,4
1100110101,7
1100110111,3
1100111000,5
1100111001,8
1100111010,2
1100111011,1
1100111100,3
1100111101,3
1100111110,2
0000110100,6
1101000000,20
1101000001,6
1101000010,1
1101000011,2
1101000100,4
1101000101,3
1101000110,3
1101001000,4
1101001001,1
1101001010,3
1101001011,3
1101001100,2
1101001101,1
1101001110,2
1101001111,2
0000110101,4
1101010000,4
1101010001,5
1101010010,2
1101010011,1
1101010100,1
1101010101,2
1101010110,1
1101011000,2
1101011001,1
1101011010,1
1101011100,3
1101011110,4
0000110110,2
1101100000,6
1101100001,3
1101100010,6
1101100011,5
1101100100,7
1101100101,4
1101101000,2
1101101001,1
1101101110,1
1101101111,1
0000110111,2
1101110000,7
1101110001,8
1101110010,2
1101110100,6
1101110110,2
1101110111,1
1101111000,3
1101111001,3
1101111010,3
1101111100,2
1101111101,1
1101111111,1
0000111000,13
1110000000,17
1110000001,8
1110000010,7
1110000011,2
1110000100,8
1110000110,1
1110000111,1
1110001000,4
1110001001,6
1110001010,4
1110001011,1
1110001100,2
1110001101,2
1110001110,1
0000111001,3
1110010000,9
1110010001,7
1110010010,1
1110010011,2
1110010100,4
1110010101,2
1110010110,2
1110011000,5
1110011001,2
1110011010,1
1110011100,2
1110011101,2
1110011111,1
0000111010,3
1110100000,12
1110100001,11
1110100010,3
1110100011,3
1110100100,3
1110100101,5
1110100110,1
1110101000,3
1110101001,7
1110101010,1
1110101011,1
1110101110,1
1110101111,1
0000111011,1
1110110000,13
1110110001,9
1110110010,3
1110110011,2
1110110100,2
1110110111,1
1110111000,4
1110111001,6
1110111010,2
1110111100,3
1110111101,1
1110111111,2
0000111100,4
1111000000,14
1111000001,9
1111000010,6
1111000011,4
1111000100,7
1111000101,2
1111000110,3
1111000111,2
1111001000,7
1111001001,4
1111001010,1
1111001011,3
1111001100,1
1111001101,2
1111001110,1
1111001111,2
0000111101,5
1111010000,5
1111010001,3
1111010010,4
1111010011,4
1111010100,3
1111010101,2
1111010110,1
1111010111,1
1111011000,3
1111011001,5
1111011010,2
1111011011,3
1111011100,2
1111011101,1
1111011110,1
1111100000,19
1111100001,10
1111100010,5
1111100011,3
1111100100,4
1111100101,5
1111100110,2
1111101000,9
1111101001,5
1111101010,2
1111101011,2
1111101100,2
0000111111,3
1111110000,7
1111110001,16
1111110010,7
1111110011,1
1111110100,6
1111110101,2
1111110110,2
1111111000,8
1111111001,6
1111111010,2
1111111100,4
1111111101,2
1111111110,3
1111111111,1
0000000100,9
0001000000,19
0000000101,9
0000000110,14
0000000111,3
0000001000,27
0000001001,18
0000001010,13
0000001011,8
0000001100,13
0000001101,13
0000001110,7
0001000001,9
0001000010,5
0000101110,2
0001000011,3
0000111110,1
0001000100,3
0001000101,10
0001000110,3
0001000111,2
0001001000,14
0001001001,11
0001001010,9
0001001011,5
0001001101,1
0001001110,3
0001010000,32
0001010001,13
0001010010,3
0001010011,3
0001010100,6
0001010110,3
0001011000,15
0001011001,6
0001011010,6
0001011100,5
0001011101,1
0001011110,4
0001100000,25
0001100001,12
0001100011,6
0001100100,7
0001100101,4
0001100110,8
0001100111,2
0001101000,10
0001101010,6
0001101011,5
0001101100,4
0001101101,3
0001101110,3
0001110000,14
0001110001,8
0001110010,11
0001110011,4
0001110100,8
0001110101,4
0001110110,2
0001110111,2
0001111000,14
0001111001,9
0001111010,4
0001111100,3
0001111110,3
0001111111,3
0010000000,25
0010000001,22
0010000010,11
0010000011,9
0010000100,7
0010000101,9
0010000110,4
0010001000,9
0010001001,7
0010001010,3
0010001100,4
0010001101,2
0010001110,3
0010010000,20
0010010001,16
0010010010,7
0010010011,4
0010010100,9
0010010101,3
0010010111,1
0010011000,10
0010011001,5
0010011010,3
0010011011,3
0010011100,4
0010011110,1
0010100000,23
0010100001,5
0010100010,6
0010100011,3
0010100100,7
0010100101,6
0010100110,1
0010100111,1
0010101000,8
0010101001,4
0010101010,4
0010101011,6
0010101100,4
0010101111,1
0010110000,9
0010110001,11
0010110010,1
0010110011,2
0010110100,6
0010110101,3
0010110110,3
0010110111,1
0010111000,8
0010111001,8
0010111010,2
0010111100,2
0010111101,4
0001001100,10
0011000000,25
0011000001,23
0011000010,13
0011000011,7
0011000100,5
0011000101,11
0011001000,23
0011001001,7
0011001010,5
0011001011,5
0011001100,6
0011001101,6
0011010000,16
0011010001,15
0011010010,2
0011010011,3
0011010100,13
0011010101,5
0011010110,2
0011011000,12
0011011001,8
0011011010,1
0011011111,1
0011100000,23
0011100001,13
0011100010,6
0011100011,3
0011100100,4
0011100101,6
0011100111,1
0011101000,10
0011101001,5
0011101010,2
0011101101,3
0011101110,2
0001001111,7
0011110000,14
0011110001,7
0011110010,6
0011110100,4
0011110101,2
0011110111,1
0011111000,7
0011111001,7
0011111010,1
0011111011,5
0011111100,3
0011111101,4
0011111110,1
0011111111,2
0100011110,2
0100101101,1
0100110110,1
0100111011,1
0101001011,1
0001010101,8
0101010111,1
0101011100,4
0101011110,1
0101101101,1
0001010111,1
0101110111,1
0101111110,1
0110010111,1
0110011110,1
0110100110,4
0110101010,4
0001011011,2
0110110110,1
0111001111,2
0001011111,1
1000011110,1
1000011111,1
0001100010,9
1000101100,3
1000101110,2
1000101111,1
1000110101,4
1000110111,2
1000111011,3
1000111110,2
1001001110,2
1001011110,1
1001100110,2
1001101100,2
1001101110,1
1001111011,3
1001111110,1
0001101001,4
1010011100,1
1010011111,1
1010100010,3
1010100011,1
1010111001,1
1010111010,2
1011001011,1
1011001101,1
1011001111,1
1011010100,1
1011011010,1
1011011100,3
1011100010,6
1011100110,2
1011101111,2
1011110111,2
1011111110,2
1100100011,6
1100101100,2
1100110110,3
1100111111,1
1101010111,1
1101011101,2
1101100110,2
1101100111,3
1101101010,2
1101101011,1
1101101100,2
1101101101,1
1101111011,3
1101111110,1
1110000101,3
1110001111,1
1110011011,1
1110100111,4
1110101100,2
1110101101,2
0001111011,2
1110110101,4
1110110110,2
1110111011,3
0001111101,3
1111100111,3
1111101110,1
1111101111,4
1111111011,3
0010000111,1
0010001011,5
0010010110,1
0010011101,3
0010011111,4
0010101101,7
0010101110,3
0010111110,1
0010111111,1
0011000110,4
0011000111,3
0011001110,4
0011010111,1
0011011011,1
0011011100,7
0011011101,1
0011011110,1
0011100110,3
0011101011,3
0011101100,6
0011101111,2
0000001111,4
0011110011,2
0011110110,1
