Measurement outcome,Frequency
11111111001,1
11111111010,1
11111111100,4
11111111101,1
11111111110,3
11111111111,2
00000001000,11
00010000000,19
00000001001,7
00000001010,9
00000001011,1
00000001100,15
00000001101,10
00000001110,4
00000001111,5
00010000001,7
00010000010,5
00000100111,4
00000101011,2
00000101111,2
00010000011,4
00000110110,2
00000111011,2
00000111111,3
00010000100,5
00001001011,2
00010000101,8
00010000110,4
00001100011,2
00001100101,3
00010000111,4
00001110011,4
00010001000,5
00010001001,4
00010001010,3
00010001100,5
00010001101,9
00010001110,3
00010001111,2
00010010000,23
00010010001,10
00010010010,2
00010010011,4
00010010100,13
00010010101,4
00010010110,8
00010010111,2
00010011000,14
00010011001,2
00010011010,5
00010011100,5
00010011101,5
00010011110,1
00010011111,2
00010100000,13
00010100001,5
00010100010,3
00010100011,1
00010100100,2
00010100101,1
00010100111,4
00010101000,1
00010101001,3
00010101100,2
00010101101,2
00010101110,1
00010101111,1
00010001011,1
00010110000,5
00010110001,5
00010110010,2
00010110100,8
00010110101,3
00010110110,1
00010110111,2
00010111000,6
00010111001,1
00010111010,4
00010111011,1
00010111100,4
00010111101,1
00010111110,1
00010111111,1
00011000000,11
00011000001,10
00011000010,7
00011000011,2
00011000100,2
00011000101,3
00011000110,5
00011000111,1
00011001000,7
00011001001,1
00011001100,8
00011001101,3
00011001110,2
00011010000,5
00011010001,3
00011010010,2
00011010011,1
00011010100,4
00011010101,3
00011010110,1
00011010111,1
00011011000,5
00011011001,2
00011011010,2
00011011100,2
00011011101,4
00011011110,3
00011011111,1
00011100000,8
00011100001,3
00011100010,2
00011100011,2
00011100100,4
00011100101,3
00011100111,1
00011101000,3
00011101001,3
00011101011,1
00011101100,2
00011101101,3
00011101110,2
00011110000,10
00011110001,2
00011110010,2
00011110100,3
00011110101,3
00011110110,2
00011111000,2
00011111100,3
00011111110,1
00100001010,1
00100010010,3
00100010111,2
00100011010,3
00100100110,2
00100110010,2
00100111000,2
00101000010,3
00101001010,2
00101001011,1
00101001111,2
00101010010,2
00101011000,1
00101011111,2
00101100100,2
00101101101,1
00101101110,2
00101110001,3
00101111111,1
00110001110,1
00110010010,2
00110010111,1
00110011110,3
00110011111,1
00110100101,1
00110101100,1
00110110101,1
00110110111,1
00110111110,1
00111000010,1
00111001110,1
00111010001,1
00111010100,2
00111011111,2
00111100111,1
00111101001,3
00111101101,2
00111101111,1
00111110101,1
00111111010,1
00111111110,1
01000000111,1
01000001001,3
01000001110,2
01000001111,1
01000010101,2
01000010110,2
01000011010,1
01000011011,1
01000011110,1
01000100010,1
01000100011,1
01000100101,1
01000101000,1
01000101101,1
01000110010,1
01001000001,3
01001000010,1
01001000110,1
01001001011,1
01001010010,1
01001010011,1
00010100110,2
01001100101,2
01001100111,1
01001101010,1
01001101110,1
01001101111,1
01001110010,1
01001110100,1
01001111001,1
01001111010,1
01010000011,1
01010000101,1
01010001010,2
01010001110,1
01010001111,1
01010010011,2
01010010111,1
01010011100,2
00010101010,1
01010100110,1
01010101000,1
01010101011,2
01010101100,1
01010110010,1
01010110111,1
01010111011,1
01011000001,2
01011000011,1
01011010001,1
01011010101,1
01011010110,1
01011011001,1
01011011010,2
01011011011,1
01011011110,1
01011011111,1
01011100011,1
01011101001,1
01011101110,1
01011101111,1
01011110001,2
01011110011,1
01100010011,2
01100100010,2
01100100011,1
01100100110,2
01100101000,2
01100101010,1
01100101100,3
01100101110,1
00010110011,1
01100110001,1
01100110111,1
01101000111,1
01101001000,2
01101001100,1
01101001101,1
01101010000,3
01101010111,1
01101100011,1
01101100100,2
01101101001,1
01101101010,2
01101101100,4
01101110011,1
01101110101,3
01101110110,3
01101111000,4
01101111001,2
01101111010,1
01101111111,2
01110000111,2
01110010111,1
01110011100,1
01110011110,2
01110100110,2
01110101001,1
01110101010,2
01110101110,1
01110101111,2
01110110011,2
01110110101,1
01110111101,1
01111000011,1
01111001100,2
01111001101,3
01111001110,2
01111001111,2
01111011011,1
01111011101,3
01111100010,4
01111100101,2
01111100110,2
01111101110,1
01111101111,1
01111110011,2
01111110100,1
01111111001,1
01111111011,1
01111111110,2
10000001011,1
10000101001,1
10000101010,1
10000101011,1
10000101110,1
10000110010,1
10000110110,1
10000111001,1
10001000011,1
10001001010,1
10001010111,1
10001100011,3
10001100110,2
10001110001,2
10001110011,1
10001111101,1
10010001001,1
10010001101,1
10010001111,1
10010010110,1
10010011001,1
10010011101,3
00011001010,1
10010110100,1
10010111001,1
10010111010,1
10011000101,1
10011000111,1
10011010101,3
10011011111,1
10011100001,1
10011100011,1
10011100110,1
10011110010,2
10011110100,3
10011110110,1
10011110111,2
10100001001,2
10100010111,1
10100100000,3
10100100011,1
10100100101,3
10100100111,1
10100101011,1
10100101111,1
10100110001,2
10100111110,1
10101000100,2
10101001011,1
10101001111,1
10101010010,1
10101010110,1
10101010111,1
10101011000,3
10101011001,1
10101011011,1
10101011100,2
10101011101,1
10101011110,2
10101101000,3
10101101001,1
10101101111,1
10101110001,2
10101110011,1
10101111101,1
10101111111,2
10110001111,1
10110010001,2
10110010110,1
10110100100,2
10110100101,2
10110101101,1
10110110001,1
10110110101,1
10110111001,2
10110111010,1
10110111011,1
10110111110,1
10111000010,4
10111000101,1
10111000110,2
10111001011,1
10111011111,1
10111100010,1
10111100011,2
10111100100,1
10111100110,1
10111101011,2
10111110001,1
10111110100,1
10111110110,1
10111111001,1
10111111101,1
11000001010,2
11000010110,1
11000010111,1
11000100001,1
11000101110,1
11000110010,3
11000110011,1
11000110100,3
11000110111,1
11000111001,2
11000111010,1
11000111111,1
11001001001,1
11001001110,1
11001010001,3
11001010100,2
11001010111,2
11001011001,1
11001011010,1
11001011011,1
11001011111,1
00011100110,1
11001101000,1
11001101100,3
11001101110,2
11001110010,2
11001110110,1
11001111011,1
11001111110,2
11010000110,1
11010001011,2
11010001110,1
11010001111,1
11010010011,1
11010010110,4
00011101010,1
11010100001,4
11010100100,2
11010101000,1
11010101101,2
11010101111,1
11010110010,2
11010111010,1
11010111110,1
11011000001,1
11011000100,2
11011000101,3
11011000110,3
11011001001,1
11011001100,2
11011010011,1
11011010111,1
11011011000,2
11011011001,1
11011011101,1
11011011111,1
11011100001,2
11011100011,2
00011101111,2
11011110010,2
11011110101,2
11100101001,2
11100101011,2
11100101111,1
11100111010,1
11100111110,2
11100111111,2
11101000011,2
11101001110,1
11101010110,1
11101010111,1
11101100010,3
11101101000,3
11101101111,1
00011111001,1
11110011011,2
00011111010,1
11110100010,7
11110100011,1
11110100111,2
11110101010,2
11110101011,1
11110101101,1
11110111010,3
11111001001,3
11111001011,1
00011111101,3
11111011111,1
11111100101,8
11111101111,2
11111110110,4
11111110111,2
11111111011,1
