Measurement outcome,Frequency
00010010001,5
00010010010,4
00010010011,4
00010010100,2
00010010101,3
00010010110,5
00010010111,3
00010011000,5
00010011010,4
00010011011,2
00010011100,1
00010011101,1
00010011110,2
00010100000,20
00010100001,10
00010100010,11
00010100011,6
00010100100,12
00010100101,7
00010100110,5
00010100111,3
00010101000,11
00010101001,2
00010101010,4
00010101011,3
00010101100,7
00010101101,2
00010101111,1
00010110000,7
00010110001,2
00010110010,4
00010110011,4
00010110100,9
00010110101,2
00010110110,3
00010110111,1
00010111000,4
00010111001,3
00010111010,4
00010111100,2
00010111110,4
00011000000,15
00011000001,6
00011000010,9
00011000011,4
00011000100,11
00011000101,2
00011000110,7
00011000111,4
00011001000,13
00011001001,2
00011001010,7
00011001011,2
00011001100,5
00011001101,3
00011001110,1
00011010000,2
00011010001,2
00011010010,3
00011010100,4
00011010110,2
00011010111,1
00011011000,5
00011011001,3
00011011010,4
00011011011,1
00011011100,3
00011011110,1
00011100000,15
00011100001,8
00011100010,14
00011100011,3
00011100100,9
00011100101,2
00011100110,10
00011100111,2
00011101000,4
00011101001,2
00011101010,4
00011101011,2
00011101100,4
00011101101,3
00011101110,8
00011101111,3
00011110000,7
00011110001,5
00011110010,4
00011110011,1
00011110100,9
00011110110,7
00011110111,3
00011111000,3
00011111001,5
00011111010,8
00011111011,1
00011111100,4
00011111110,3
00011111111,2
00100000000,38
00100000001,17
00100000010,23
00100000011,10
00100000100,19
00100000101,9
00100000110,14
00100000111,5
00100001000,11
00100001001,3
00100001010,3
00100001011,4
00100001100,6
00100001101,3
00100001110,10
00100001111,2
00100010000,10
00100010001,4
00100010010,5
00100010011,2
00100010100,4
00100010101,3
00100010110,2
00100011000,2
00100011010,2
00100011011,2
00100011100,4
00100011110,2
00100100000,26
00100100001,7
00100100010,16
00100100011,8
00100100100,7
00100100101,3
00100100110,5
00100100111,4
00100101000,4
00100101001,4
00100101010,7
00100101011,3
00100101100,5
00100101101,3
00100101110,4
00100101111,3
00100110000,6
00100110001,1
00100110010,5
00100110100,3
00100110110,3
00100111000,3
00100111001,3
00100111010,2
00100111011,1
00100111100,4
00100111101,2
00100111110,9
00100111111,1
00101000000,18
00101000001,5
00101000010,4
00101000011,2
00101000100,3
00101000101,3
00101000110,4
00101000111,3
00101001000,4
00101001001,1
00101001010,1
00101001011,1
00101001100,3
00101001101,1
00101001110,3
00101001111,2
00101010000,5
00101010001,3
00101010010,1
00101010011,1
00101010100,2
00101010101,3
00101010110,3
00101010111,3
00101011000,2
00101011001,2
00101011010,4
00101011100,3
00101011110,2
00101100000,12
00101100001,6
00101100010,10
00101100011,3
00101100100,4
00101100101,1
00101100110,7
00101100111,5
00101101000,4
00101101001,1
00101101010,2
00101101100,4
00101101110,3
00101101111,1
00101110000,2
00101110001,2
00101110010,4
00101110011,1
00101110100,2
00101110101,2
00101110110,3
00101110111,2
00101111000,1
00101111010,2
00101111011,1
00101111100,3
00101111110,3
00101111111,2
00110000000,16
00110000001,6
00110000010,9
00110000011,3
00110000100,14
00110000101,2
00110000110,6
00110001000,4
00110001001,1
00110001010,1
00110001011,2
00110001100,3
00110001110,5
00110010000,5
00110010001,2
00110010010,1
00110010011,2
00110010100,5
00110010110,4
00110011000,5
00110011100,1
00110011101,1
00110011110,1
00110011111,2
00110100000,8
00110100001,4
00110100010,11
00110100011,1
00110100100,6
00110100101,2
00110100110,7
00110100111,4
00110101000,9
00110101001,2
00110101010,4
00110101011,1
00110101100,4
00110101101,2
00110101110,3
00110101111,1
00110110000,5
00110110001,1
00110110011,1
00110110101,1
00110110110,4
00110110111,2
00110111000,2
00110111001,1
00110111010,3
00110111011,1
00110111100,4
00110111110,3
00110111111,1
00111000000,10
00111000001,6
00111000010,12
00111000011,2
00111000100,11
00111000101,5
00111000110,3
00111000111,1
00111001000,3
00111001001,2
00111001010,6
00111001100,3
00111001101,3
00111001110,1
00111010000,2
00111010001,6
00111010010,5
00111010100,5
00111010110,5
00111010111,2
00111011000,2
00111011010,2
00111011100,3
00111011101,1
00111011110,1
00111100000,6
00111100001,2
00111100010,5
00111100011,2
00111100100,5
00111100101,8
00111100110,8
00111100111,2
00111101000,8
00111101001,4
00111101010,2
00111101011,1
00111101100,5
00111101101,4
00111101110,5
00111101111,3
00111110000,10
00111110001,2
00111110010,3
00111110100,4
00111110101,1
00111110111,3
00111111000,2
00111111001,1
00111111010,6
00111111011,1
00111111100,2
00111111110,2
00111111111,1
01000000000,40
01000000001,16
01000000010,24
01000000011,3
01000000100,16
01000000101,4
01000000110,10
01000000111,8
01000001000,4
01000001001,1
01000001010,2
01000001011,2
01000001100,3
01000001101,1
01000001110,2
01000001111,3
01000010000,3
01000010001,4
01000010010,6
01000010011,3
01000010100,2
01000010110,4
01000010111,3
01000011000,5
01000011001,1
01000011010,4
01000011011,3
01000011100,1
01000011101,2
01000011110,1
01000011111,1
01000100000,11
01000100001,7
01000100010,8
01000100011,6
01000100100,11
01000100110,6
01000100111,1
01000101000,4
01000101001,3
01000101010,2
01000101011,1
01000101100,6
01000101101,4
01000101110,6
01000101111,1
01000110000,2
01000110001,2
01000110100,4
01000110101,1
01000110110,2
01000111000,3
01000111010,2
01000111011,1
01000111100,1
01000111101,1
01000111111,1
01001000000,5
01001000001,2
01001000010,4
01001000011,2
01001000100,4
01001000101,1
01001000110,9
01001001000,3
01001001001,1
01001001010,3
01001001100,3
01001001110,1
01001010000,3
01001010001,1
01001010010,2
01001010011,1
01001010100,2
01001010101,1
01001010110,1
01001010111,1
01001011000,2
01001011010,2
01001011100,2
01001011101,1
01001011111,1
01001100000,12
01001100001,5
01001100010,4
01001100011,2
01001100100,2
01001100101,1
01001100110,2
01001100111,2
01001101000,3
01001101001,2
01001101010,1
01001101011,3
01001101100,1
01001101110,1
01001110000,1
01001110010,1
01001110100,3
01001110110,1
01001111000,1
01001111010,1
01001111100,3
01001111101,2
01001111110,1
01001111111,1
01010000000,14
01010000001,6
01010000010,8
01010000011,5
01010000100,2
01010000101,3
01010000110,7
01010001000,3
01010001001,3
01010001010,3
01010001100,2
01010001101,1
01010001110,1
01010001111,1
01010010000,1
01010010001,3
01010010010,1
01010010011,1
01010010100,4
01010010110,2
01010011000,3
01010011001,1
01010011100,2
01010011101,1
01010011110,3
01010100000,7
01010100001,5
01010100010,8
01010100011,1
01010100100,3
01010100101,3
01010100110,7
01010100111,1
01010101000,3
01010101010,1
01010101011,1
01010101100,3
01010101101,1
01010101111,2
01010110000,6
01010110001,1
01010110011,1
01010110100,1
01010110101,2
01010110110,1
01010111000,2
01010111010,1
01010111100,1
01010111101,1
01010111110,1
01010111111,1
01011000000,10
01011000001,4
01011000010,4
01011000011,3
01011000100,3
01011000101,2
01011000110,3
01011000111,1
01011001000,1
01011001001,2
01011001100,2
01011001101,4
01011001110,2
01011010000,2
01011010010,3
01011010011,1
01011010100,3
01011010101,1
01011010111,1
01011011000,1
01011011110,5
01011100000,10
01011100001,3
01011100010,6
01011100011,6
01011100100,3
01011100101,2
01011100110,2
01011100111,3
01011101000,4
01011101001,2
01011101010,2
01011101011,1
01011101100,2
01011101101,1
01011101111,1
01011110000,1
01011110001,4
01011110010,1
01011110011,3
01011110100,2
01011110111,1
01011111000,2
01011111001,2
01011111010,2
01011111011,1
01011111100,2
01011111110,2
01100000000,21
01100000001,7
01100000010,16
01100000011,2
01100000100,9
01100000101,4
01100000110,6
01100000111,5
01100001000,3
01100001001,3
01100001010,2
01100001011,1
01100001101,2
01100001110,4
01100001111,1
01100010000,8
01100010010,4
01100010100,1
01100010110,5
01100010111,1
01100011000,4
01100011010,2
01100011100,3
01100011101,1
01100011110,1
01100011111,1
01100100000,9
01100100001,5
01100100010,3
01100100100,3
01100100101,2
01100100110,2
01100100111,1
01100101000,3
01100101001,1
01100101010,1
01100101100,4
01100101101,1
01100101110,3
01100101111,2
01100110000,1
01100110001,2
01100110010,3
01100110011,2
01100110100,2
01100110110,2
01100111000,4
01100111001,1
01100111011,1
01100111100,3
01100111110,1
01101000000,8
01101000001,1
01101000010,8
01101000100,3
01101000110,3
01101000111,1
01101001000,3
01101001001,1
01101001011,3
01101001100,1
01101001101,1
01101001110,3
01101001111,1
01101010000,1
01101010010,1
01101010100,3
01101010110,3
01101010111,1
01101011000,1
01101011011,1
01101011100,1
01101011110,1
01101100000,6
01101100010,2
01101100011,3
01101100100,2
01101100101,3
01101100110,4
01101100111,2
01101101001,1
01101101010,2
01101101011,1
01101101100,1
01101101110,1
01101101111,3
01101110000,4
01101110001,2
01101110010,2
01101110100,2
01101110110,1
01101111000,1
01101111010,3
01101111100,2
01101111110,2
01110000000,15
01110000001,6
01110000010,9
01110000011,1
01110000100,5
01110000110,5
01110000111,2
01110001000,1
01110001001,1
01110001010,2
01110001100,4
01110001101,4
01110001110,3
01110001111,1
01110010000,6
01110010001,2
01110010010,1
01110010100,4
01110010110,1
01110011000,1
01110011010,1
01110011011,1
01110011100,6
01110011101,1
01110011111,4
01110100000,10
01110100001,6
01110100010,6
01110100011,4
01110100100,5
01110100101,1
01110100110,6
01110100111,3
01110101000,5
01110101001,3
01110101010,5
01110101011,1
01110101100,2
01110101101,1
01110101110,1
01110101111,1
01110110000,6
01110110010,1
01110110011,3
01110110111,1
01110111000,5
01110111001,1
01110111010,1
01110111011,2
01110111100,3
01110111101,2
01110111111,2
01111000000,15
01111000001,7
01111000010,3
01111000011,1
01111000100,5
01111000101,2
01111000110,5
01111001000,3
01111001001,1
01111001010,2
01111001011,1
01111001100,4
01111001101,2
01111001110,1
01111001111,1
01111010010,4
01111010100,4
01111010101,1
01111010110,3
01111010111,1
01111011000,3
01111011010,2
01111011011,1
01111011100,5
01111011101,2
01111011110,1
01111011111,1
01111100000,7
01111100001,7
01111100010,4
01111100011,6
01111100100,5
01111100101,3
01111100110,7
01111100111,3
01111101000,7
01111101001,3
01111101010,1
01111101011,3
01111101100,10
01111101110,3
01111110000,6
01111110001,5
01111110100,3
01111110110,4
01111110111,4
01111111000,3
01111111001,1
01111111010,5
01111111011,2
01111111100,4
01111111101,2
01111111110,6
01111111111,3
10000000000,35
10000000001,13
10000000010,17
10000000011,4
10000000100,16
10000000101,5
10000000110,9
10000000111,3
10000001000,6
10000001001,2
10000001011,2
10000001100,4
10000001101,1
10000001110,7
10000001111,4
10000010000,5
10000010001,1
10000010010,5
10000010110,3
10000010111,1
10000011000,4
10000011011,1
10000011100,1
10000011101,1
10000011110,1
10000011111,2
10000100000,14
10000100001,6
10000100010,11
10000100011,2
10000100100,9
10000100101,8
10000100110,3
10000100111,2
10000101000,3
10000101001,2
10000101010,2
10000101011,2
10000101100,5
10000101101,3
10000101110,4
10000101111,1
10000110000,1
10000110001,2
10000110010,2
10000110100,1
10000110101,2
10000110110,4
10000111000,1
10000111001,3
10000111010,3
10000111011,1
10000111100,1
10000111110,2
10001000000,5
10001000001,4
10001000010,2
10001000011,2
10001000100,1
10001000101,1
10001000111,1
10001001000,4
10001001001,2
10001001010,2
10001001100,2
10001001110,3
10001010000,2
10001010001,1
10001010010,2
10001010011,1
10001010110,2
10001100000,8
10001100001,4
10001100010,7
10001100100,3
10001100101,1
10001100110,1
10001101001,1
10001101100,3
10001101101,1
10001101110,1
10001101111,1
10001110000,3
10001110001,1
10001110010,2
10001110011,1
10001110100,3
10001110101,1
10001110110,1
10001111001,1
10001111010,3
10001111100,3
10001111110,3
10010000000,11
10010000001,1
10010000010,7
10010000011,4
10010000100,2
10010000110,5
10010001000,3
10010001001,1
10010001010,1
10010001100,2
10010001110,2
10010010000,5
10010010001,1
10010010110,2
10010011100,2
10010011110,1
10010100000,2
10010100001,3
10010100010,4
10010100011,1
10010100100,1
10010100101,2
10010100110,1
10010100111,2
10010101000,1
10010101100,2
10010101101,1
10010101110,3
10010101111,1
10010110000,2
10010110100,3
10010110101,1
10010110111,1
10010111000,1
10010111001,1
10010111101,1
10010111110,2
10010111111,1
10011000000,3
10011000001,1
10011000010,3
10011000011,1
10011000100,2
10011000110,2
10011001000,5
10011001010,1
10011001100,1
10011001110,3
10011010000,2
10011010001,2
10011010010,1
10011010011,4
10011011000,2
10011011001,2
10011011110,2
10011100000,4
10011100001,3
10011100010,3
10011100011,2
10011100100,2
10011100101,1
10011100110,1
10011101000,1
10011101010,2
10011101011,1
10011101100,4
10011101110,2
10011110000,3
10011110001,1
10011110010,1
10011110100,3
10011110110,2
10011111000,1
10011111011,1
10011111111,1
10100000000,12
10100000001,6
10100000010,7
10100000011,3
10100000100,1
10100000101,1
10100000110,7
10100000111,1
10100001000,2
10100001100,1
10100001110,2
10100001111,1
10100010000,4
10100010010,1
10100010011,1
10100010100,1
10100010111,2
10100011000,2
10100011010,2
10100011100,1
10100011101,1
10100011110,1
10100011111,1
10100100000,4
10100100001,4
10100100010,6
10100100011,1
10100100100,1
10100100101,3
10100100110,2
10100100111,1
10100101000,5
10100101010,2
10100101011,1
10100101100,3
10100101110,1
10100101111,2
10100110000,1
10100110001,1
10100110011,1
10100110100,1
10100110110,2
10100111000,1
10100111010,2
10100111100,1
10100111110,1
10101000000,4
10101000001,1
10101000010,5
10101000011,3
10101001000,2
10101001001,1
10101001010,1
10101001100,1
10101011010,1
10101011110,1
10101011111,1
10101100000,4
10101100001,2
10101100010,2
10101100100,1
10101100101,2
10101100110,1
10101101000,2
10101101100,1
10101110000,2
10101110100,1
10101110111,1
10101111000,2
10101111001,1
10101111010,2
10101111111,1
10110000000,6
10110000001,2
10110000010,7
10110000011,1
10110000100,5
10110000110,2
10110000111,4
10110001000,2
10110001001,1
10110001010,3
10110001011,1
10110001100,2
10110001101,1
10110001110,1
10110010000,3
10110010011,1
10110011000,1
10110011001,1
10110011011,1
10110011100,1
10110011111,1
10110100000,7
10110100010,4
10110100011,2
10110100100,3
10110100101,1
10110100110,1
10110101000,3
10110101010,3
10110101101,1
10110101110,1
10110110000,3
10110110010,1
10110110100,2
10110111000,2
10110111010,1
10110111100,2
10110111101,1
10110111110,1
10111000000,9
10111000001,2
10111000010,1
10111000011,3
10111000100,2
10111000101,2
10111000110,1
10111001001,3
10111001010,2
10111001110,1
10111001111,3
10111010000,1
10111010100,4
10111011000,1
10111011001,1
10111011011,1
10111011100,1
10111011101,1
10111011110,1
10111100000,3
10111100001,3
10111100010,3
10111100011,4
10111100101,5
10111100110,3
10111100111,3
10111101000,3
10111101001,2
10111101010,1
10111101011,2
10111101100,2
10111101111,1
10111110000,2
10111110010,3
10111110011,1
10111110110,1
10111110111,2
10111111000,2
10111111001,1
10111111010,1
10111111100,1
10111111101,2
10111111110,2
10111111111,2
11000000000,54
11000000001,15
11000000010,44
11000000011,8
11000000100,31
11000000101,11
11000000110,15
11000000111,12
11000001000,12
11000001001,6
11000001010,5
11000001011,8
11000001100,4
11000001101,10
11000001110,8
11000001111,2
11000010000,20
11000010001,3
11000010010,12
11000010011,5
11000010100,7
11000010101,3
11000010110,2
11000010111,1
11000011000,8
11000011001,3
11000011010,6
11000011100,7
11000011101,1
11000011110,8
11000100000,28
11000100001,10
11000100010,18
11000100011,6
11000100100,13
11000100101,11
11000100110,15
11000100111,5
11000101000,11
11000101001,3
11000101010,13
11000101011,3
11000101100,3
11000101101,3
11000101111,2
11000110000,6
11000110001,5
11000110010,10
11000110011,4
11000110100,6
11000110101,3
11000110110,3
11000111000,4
11000111001,6
11000111010,4
11000111011,2
11000111100,5
11000111101,3
11000111110,5
11001000000,21
11001000001,7
11001000010,7
11001000011,1
11001000100,11
11001000101,4
11001000110,8
11001000111,1
11001001000,6
11001001001,1
11001001010,3
11001001011,1
11001001100,6
11001001101,1
11001001110,2
11001010000,8
11001010001,1
11001010010,2
11001010011,1
11001010100,3
11001010110,2
11001010111,1
11001011000,4
11001011001,1
11001011010,3
11001011011,1
11001011100,4
11001011101,1
11001011110,1
11001100000,15
11001100001,8
11001100010,9
11001100011,2
11001100100,7
11001100101,1
11001100110,7
11001101000,4
11001101001,2
11001101010,2
11001101011,2
11001101100,3
11001101101,2
11001101110,6
11001101111,3
11001110000,9
11001110001,1
11001110010,3
11001110011,1
11001110100,1
11001110101,3
11001110110,2
11001110111,4
11001111000,1
11001111001,2
11001111010,4
11001111011,2
11001111100,2
11001111101,1
11001111110,4
11010000000,27
11010000001,11
11010000010,14
11010000011,7
11010000100,10
11010000101,5
11010000110,9
11010000111,3
11010001000,5
11010001001,3
11010001010,3
11010001011,2
11010001100,4
11010001101,7
11010001110,4
11010001111,2
11010010000,6
11010010001,3
11010010010,6
11010010011,3
11010010100,7
11010010110,1
11010010111,1
11010011000,4
11010011010,2
11010011011,2
11010011100,3
11010011101,3
11010011110,5
11010011111,1
11010100000,17
11010100001,7
11010100010,11
11010100011,3
11010100100,10
11010100101,6
11010100110,8
11010100111,4
11010101000,2
11010101001,2
11010101010,5
11010101011,3
11010101100,3
11010101101,1
11010101110,6
11010101111,1
11010110000,3
11010110001,1
11010110010,4
11010110011,2
11010110100,3
11010110101,1
11010110110,5
11010110111,1
11010111000,4
11010111001,1
11010111011,2
11010111100,5
11010111101,1
11010111110,3
11010111111,1
11011000000,24
11011000001,10
11011000010,15
11011000011,4
11011000100,5
11011000101,3
11011000110,8
11011000111,2
11011001000,3
11011001001,1
11011001010,3
11011001011,5
11011001100,2
11011001101,1
11011001110,5
11011001111,1
11011010000,5
11011010001,2
11011010010,3
11011010011,2
11011010100,2
11011010110,3
11011010111,4
11011011000,1
11011011010,1
11011011100,7
11011100000,17
11011100001,10
11011100010,5
11011100011,4
11011100100,8
11011100101,2
11011100110,4
11011100111,4
11011101000,7
11011101001,3
11011101010,7
11011101011,1
11011101100,6
11011101101,1
11011101110,2
11011101111,3
11011110000,7
11011110001,3
11011110010,2
11011110011,2
11011110100,3
11011110101,1
11011110110,2
11011110111,3
11011111000,4
11011111010,3
11011111011,1
11011111100,2
11011111101,3
11011111110,4
11011111111,2
11100000000,52
11100000001,14
11100000010,21
11100000011,15
11100000100,25
11100000101,7
11100000110,19
11100000111,6
11100001000,9
11100001001,3
11100001010,6
11100001011,4
11100001100,12
11100001101,2
11100001110,9
11100001111,4
11100010000,11
11100010001,2
11100010010,6
11100010011,2
11100010100,2
11100010101,1
11100010110,3
11100010111,3
11100011000,6
11100011001,3
11100011010,5
11100011100,4
11100011101,1
11100011110,4
11100100000,26
11100100001,11
11100100010,15
11100100011,6
11100100100,12
11100100101,7
11100100110,9
11100100111,5
11100101000,10
11100101001,1
11100101010,4
11100101011,2
11100101100,7
11100101101,7
11100101110,6
11100101111,3
11100110000,9
11100110001,4
11100110010,6
11100110011,2
11100110100,4
11100110101,2
11100110110,4
11100110111,2
11100111000,4
11100111001,3
11100111010,2
11100111011,3
11100111100,5
11100111101,3
11100111110,2
11101000000,17
11101000001,5
11101000010,11
11101000011,5
11101000100,5
11101000101,3
11101000110,7
11101001000,9
11101001001,1
11101001010,4
11101001011,1
11101001100,4
11101001101,6
11101001110,5
11101001111,2
11101010000,3
11101010001,2
11101010010,4
11101010011,1
11101010100,1
11101010101,1
11101010110,2
11101011000,3
11101011010,1
11101011011,2
11101011100,4
11101011111,4
11101100000,17
11101100001,6
11101100010,5
11101100011,6
11101100100,4
11101100101,2
11101100110,6
11101100111,2
11101101000,5
11101101001,5
11101101010,2
11101101100,5
11101101101,3
11101101110,6
11101101111,1
11101110000,2
11101110010,3
11101110011,3
11101110100,2
11101110101,2
11101110110,1
11101110111,2
11101111000,6
11101111001,1
11101111010,3
11101111011,1
11101111100,2
11101111101,2
11101111110,3
11101111111,1
11110000000,23
11110000001,13
11110000010,16
11110000011,6
11110000100,14
11110000101,9
11110000110,8
11110000111,10
11110001000,12
11110001001,3
11110001010,6
11110001011,1
11110001100,11
11110001101,2
11110001110,5
11110001111,2
11110010000,11
11110010010,6
11110010011,1
11110010100,4
11110010101,3
11110010110,5
11110010111,2
11110011000,7
11110011001,1
11110011011,2
11110011100,2
11110011101,1
11110011110,3
11110100000,22
11110100001,5
11110100010,12
11110100011,4
11110100100,15
11110100101,6
11110100110,9
11110100111,8
11110101000,10
11110101001,6
11110101010,6
11110101011,6
11110101100,8
11110101101,3
11110101110,4
11110101111,3
11110110000,4
11110110001,2
11110110010,8
11110110011,4
11110110100,9
11110110110,2
11110110111,1
11110111000,7
11110111001,2
11110111010,4
11110111100,6
11110111101,2
11110111110,5
11110111111,1
11111000000,32
11111000001,17
11111000010,17
11111000011,5
11111000100,11
11111000101,6
11111000110,13
11111000111,9
11111001000,9
11111001001,2
11111001010,3
11111001011,2
11111001100,10
11111001110,7
11111001111,2
11111010000,7
11111010001,4
11111010010,5
11111010011,1
11111010100,7
11111010101,1
11111010110,3
11111010111,3
11111011000,5
11111011001,1
11111011010,2
11111011011,2
11111011100,3
11111011101,3
11111011110,4
11111011111,2
11111100000,25
11111100001,12
11111100010,8
11111100011,5
11111100100,17
11111100101,4
11111100110,15
11111100111,4
11111101000,10
11111101001,3
11111101010,5
11111101011,4
11111101100,8
11111101101,4
11111101110,8
11111101111,3
11111110000,11
11111110001,5
11111110010,7
11111110011,1
11111110100,8
11111110101,3
11111110110,12
11111110111,1
11111111000,5
11111111001,3
11111111010,7
11111111100,6
11111111101,3
11111111110,7
11111111111,4
