Measurement outcome,Frequency
000001100010010,2
000001100010100,1
000001100100000,2
000001100100001,1
000001100100010,1
000001100100100,2
000001100110100,1
000001100111000,1
000001101000000,1
000001101000100,2
000001101001000,1
000001101010010,1
000001101100100,1
000001101110100,1
000001110000000,4
000001110000010,1
000001110000100,2
000001110001010,1
000001110001100,1
000001110010000,1
000001110010001,1
000001110010100,1
000001110011000,1
000001110011100,1
000001110100000,1
000001110100100,1
000001110101000,1
000001110110100,1
000001110111000,1
000001110111100,1
000001111000000,1
000001111000001,1
000001111000100,2
000001111001001,1
000001111010000,2
000001111010011,1
000001111111100,1
000010000000000,11
000010000000001,1
000010000000010,4
000010000000011,1
000010000000100,6
000010000000101,2
000010000001000,1
000010000001001,1
000010000001100,2
000010000010000,1
000010000010001,2
000010000010100,3
000010000010101,1
000010000011100,1
000010000100000,4
000010000100100,1
000010000101000,2
000010000101101,2
000010000110000,1
000010000110111,1
000010000111000,1
000010000111100,2
000010001000000,3
000010001000010,2
000010001000100,2
000010001000101,1
000010001000110,1
000010001010000,1
000010001011000,1
000010001100000,2
000010001100001,1
000010001100100,1
000010001100110,1
000010001110000,2
000010010000000,3
000010010000100,2
000010010001000,1
000010010001010,1
000010010010000,2
000010010010100,1
000010010010101,1
000010010011100,1
000010010100000,3
000010010100100,1
000010010101100,1
000010010110100,1
000010010111000,1
000010011000000,1
000010011000010,1
000010011011000,2
000010011100010,1
000010011101000,1
000010011110000,1
000010011110001,1
000010011110100,1
000010100000000,4
000010100000100,3
000010100010101,1
000010100100000,1
000010100110000,1
000010100111000,1
000010101000000,1
000010101000010,2
000010101000101,1
000010101010000,1
000010101011001,1
000010101100000,3
000010101110000,1
000010110000000,3
000010110000010,1
000010110001100,1
000010110010010,1
000010110010100,1
000010110011100,2
000010110100000,2
000010110110000,1
000010110111000,1
000010111000000,2
000010111000100,1
000010111000101,1
000010111010000,1
000010111010010,1
000010111010100,1
000010111100000,1
000010111100011,1
000010111101000,1
000010111101010,1
000010111110000,1
000010111111000,2
000010111111110,1
000011000000000,2
000011000000100,3
000011000000110,2
000011000001000,1
000011000001010,2
000011000010000,1
000011000010001,1
000011000010100,1
000011000010110,2
000011000011000,1
000011000011010,1
000011000011100,1
000011000011110,1
000011000100000,2
000011000100100,2
000011000100101,1
000011000100110,1
000011000101000,2
000011000110100,1
000011000110101,1
000011000111000,1
000011001000000,3
000011001000100,1
000011001001000,1
000011001001001,1
000011001010011,1
000011001010110,1
000011001100000,1
000011001100001,1
000011001100100,1
000011001101000,2
000011001101001,1
000011010000000,3
000011010000001,2
000011010000100,4
000011010001000,4
000011010001100,1
000011010010000,1
000011010010010,1
000011010011001,1
000011010100000,2
000011010100101,1
000011010101000,1
000011010101100,1
000011010110010,2
000011010110100,1
000011011000000,1
000011011000100,2
000011011001000,2
000011011001100,1
000011011011100,1
000011011100000,1
000011011100101,1
000011100000000,3
000011100000010,1
000011100000100,2
000011100000101,1
000011100000110,1
000011100001000,2
000011100010000,2
000011100010100,1
000011100010101,1
000011100011000,2
000011100011110,1
000011100100100,1
000011100100110,1
000011100101100,1
000011100110000,2
000011100110101,1
000011101000000,2
000011101000001,1
000011101000010,1
000011101000100,1
000011101001001,1
000011101010000,1
000011101010001,2
000011101010010,1
000011101011000,1
000011101100000,3
000011101100011,1
000011110000000,3
000011110000100,2
000011110000101,1
000011110001100,1
000011110010000,3
000011110010100,1
000011110100000,2
000011110100011,1
000011110101100,1
000011110110100,1
000011111000000,5
000011111000001,1
000011111001000,1
000011111010000,1
000011111010101,1
000011111011001,1
000011111110100,1
000100000000000,18
000100000000001,3
000100000000100,10
000100000000101,1
000100000000110,1
000100000001000,4
000100000001010,2
000100000001100,1
000100000001110,1
000100000010000,5
000100000010001,1
000100000010100,7
000100000010101,1
000100000010111,1
000100000011000,3
000100000011100,2
000100000100000,5
000100000100010,1
000100000100100,4
000100000101000,3
000100000101110,1
000100000101111,1
000100000110000,3
000100001000000,4
000100001000001,1
000100001000010,2
000100001000011,1
000100001000100,2
000100001000101,1
000100001010000,4
000100001010001,1
000100001010100,2
000100001100000,3
000100001100001,1
000100001100100,3
000100001100110,1
000100001110000,3
000100001110001,1
000100001110100,1
000100001111000,2
000100010000000,5
000100010000001,1
000100010000010,1
000100010000100,1
000100010001000,2
000100010001010,1
000100010001100,1
000100010010000,1
000100010010010,1
000100010011100,1
000100010100000,1
000100010100010,1
000100010100100,1
000100010110100,1
000100010111000,2
000100010111100,1
000100011000000,2
000100011000100,2
000100011001000,1
000100011010000,1
000100011100100,2
000100011101000,1
000100011111100,1
000100100000000,6
000100100000001,1
000100100000100,1
000100100001000,1
000100100001101,1
000100100001110,1
000100100010000,2
000100100011000,1
000100100100000,1
000100100100010,1
000100100110010,2
000100100111010,1
000100101000000,2
000100101000100,1
000100101001001,1
000100101010001,1
000100101010010,1
000100101011000,1
000100101011010,1
000100101100000,1
000100101100011,1
000100101101101,1
000100101110000,1
000100110000000,3
000100110000001,2
000100110000100,1
000100110001100,1
000100110010000,2
000100110010100,1
000100110010101,1
000100110011100,1
000100110100000,2
000100110100010,1
000100110100100,2
000100110110000,1
000100111000000,1
000100111000100,1
000100111001000,1
000100111001010,1
000100111010000,1
000100111010100,1
000100111100000,1
000100111100001,1
000100111100011,1
000100111100100,3
000100111101000,2
000100111110000,1
000101000000000,6
000101000000010,1
000101000000011,1
000101000000100,2
000101000000110,1
000101000001000,2
000101000001100,1
000101000001110,1
000101000010000,3
000101000010100,1
000101000011000,4
000101000100100,1
000101000101000,2
000101000110100,1
000101001000000,4
000101001000001,1
000101001001000,1
000101001010000,1
000101001010001,1
000101001010100,1
000101001011011,1
000101001100000,1
000101001100010,2
000101001111010,1
000101010000001,1
000101010000100,1
000101010000110,1
000101010001000,1
000101010001010,1
000101010001100,1
000101010010000,1
000101010010010,1
000101010011100,1
000101010011101,1
000101010101000,2
000101010101100,1
000101010110000,1
000101010110001,1
000101011000000,1
000101011000001,1
000101100000000,3
000101100000010,2
000101100000100,1
000101100001000,1
000101100001010,1
000101100001100,1
000101100001110,1
000101100010000,1
000101100011000,1
000101100011110,1
000101100100000,4
000101100100001,1
000101100110000,1
000101100110010,1
000101100110100,2
000101100111110,1
000101101000000,2
000101101000110,1
000101101001010,1
000101101101000,1
000101101110000,1
000101110000000,1
000101110010100,1
000101110101100,2
000101111011000,1
000101111100000,1
000101111100001,1
000101111100100,2
000101111101000,1
000101111110000,1
000101111110110,1
000110000000000,4
000110000000001,2
000110000000100,5
000110000000101,1
000110000001000,2
000110000001001,1
000110000001100,3
000110000010000,4
000110000010100,2
000110000010110,1
000110000011000,1
000110000011100,2
000110000100000,3
000110000100001,2
000110000100100,2
000110000100110,1
000110000101000,1
000110000110000,1
000110000110110,2
000110000111000,1
000110000111100,1
000110001000000,3
000110001000011,1
000110001000100,3
000110001000101,1
000110001001100,2
000110001010000,2
000110001010011,1
000110001010100,3
000110001010110,1
000110001011000,2
000110001011100,2
000110001100000,6
000110001110001,1
000110001110010,1
000110001110100,1
000110001110101,1
000110001110110,1
000110010000000,2
000110010000100,1
000110010000110,1
000110010001000,1
000110010010000,1
000110010010100,1
000110010011000,1
000110010100000,1
000110010100010,1
000110010110100,1
000110010111110,1
000110011000000,3
000110011000001,1
000110011000100,1
000110011000101,1
000110011000111,1
000110011010000,2
000110011010110,1
000110011011000,1
000110011100000,2
000110011100011,1
000110100000000,4
000110100000001,2
000110100000100,3
000110100001000,2
000110100001100,4
000110100010010,1
000110100010100,1
000110100011101,1
000110100100010,1
000110100100011,1
000110100100100,1
000110100110010,1
000110100111000,1
000110101000000,5
000110101000001,1
000110101000010,1
000110101000100,1
000110101001000,2
000110101010001,1
000110101010100,1
000110101101000,1
000110101110000,1
000110101110100,1
000110101110110,1
000110110000000,4
000110110000010,2
000110110000100,3
000110110001000,1
000110110010011,1
000110110010100,1
000110110100000,2
000110110100010,1
000110110100100,2
000110110101100,1
000110110110000,2
000110110110001,1
000110111000000,3
000110111001100,1
000110111010000,1
000110111010100,1
000110111100000,1
000110111100011,1
000110111101000,1
000110111110000,1
000110111110001,2
000111000000000,8
000111000000100,1
000111000000101,1
000111000001000,1
000111000001001,1
000111000010000,3
000111000010010,1
000111000010100,2
000111000011000,2
000111000100000,2
000111000100100,1
000111000100110,1
000111000110000,1
000111001000000,2
000111001000100,1
000111001000101,1
000111001001000,1
000111001001100,1
000111001010000,2
000111001010100,1
000111001011110,1
000111001100001,1
000111001101000,1
000111001110000,1
000111010000000,6
000111010000001,1
000111010000010,1
000111010001001,1
000111010010000,1
000111010010010,1
000111010011000,1
000111010100000,2
000111010100001,1
000111010110000,1
000111011000000,8
000111011000001,1
000111011000010,1
000111011010000,1
000111011010100,1
000111011011100,1
000111011100000,1
000111011100100,1
000111011100101,1
000111011101000,1
000111011110010,1
000111100000000,7
000111100000001,1
000111100000100,1
000111100001000,1
000111100001100,1
000111100010000,2
000111100010100,2
000111100010101,1
000111100011100,1
000111100100000,1
000111100100100,1
000111100101000,1
000111100110000,1
000111101000010,1
000111101000100,2
000111101000101,1
000111101000110,1
000111101001001,1
000111101010000,1
000111101010100,1
000111101010111,1
000111101100000,1
000111101100110,1
000111110000000,1
000111110000001,1
000111110000011,1
000111110000100,1
000111110000110,1
000111110010000,2
000111110010010,1
000111110100000,1
000111110101100,1
000111111000000,2
000111111000001,1
000111111000011,1
000111111000100,1
000111111000101,1
000111111001000,1
000111111010000,2
000111111010001,1
000111111010100,1
000111111100000,1
000111111100100,4
000111111110000,1
000111111111000,1
000111111111100,1
001000000000000,8
001000000000001,3
001000000000010,1
001000000000100,7
001000000000101,2
001000000000110,1
001000000000111,2
001000000001000,2
001000000001010,2
001000000001011,1
001000000001100,1
001000000001110,1
001000000010000,5
001000000010001,2
001000000010010,1
001000000010100,2
001000000010101,2
001000000011000,2
001000000011100,1
001000000100000,4
001000000100010,1
001000000100100,2
001000000100101,1
001000000101000,2
001000000101001,1
001000000101010,1
001000000110000,3
001000000110010,1
001000000110100,1
001000000110101,1
001000000111000,1
001000000111011,1
001000001000000,3
001000001000001,1
001000001000010,3
001000001000100,6
001000001000110,1
001000001001000,1
001000001001100,1
001000001010000,5
001000001010010,1
001000001010100,1
001000001011000,2
001000001100000,2
001000001100010,1
001000001110000,1
001000001110010,1
001000001110100,1
001000001110110,2
001000001111000,2
001000001111011,1
001000010000000,5
001000010000001,1
001000010000010,1
001000010000100,4
001000010001000,1
001000010001010,1
001000010001011,2
001000010001101,1
001000010010100,1
001000010011100,1
001000010100000,1
001000010100110,1
001000010101000,1
001000010101011,1
001000010110000,1
001000011000000,2
001000011000010,2
001000011000100,1
001000011001000,1
001000011001001,1
001000011010000,2
001000011011000,1
001000011100000,1
001000011100100,1
001000011110000,2
001000011110010,1
001000011110101,1
001000011111000,1
001000100000000,5
001000100000011,1
001000100000100,4
001000100000110,1
001000100010001,1
001000100010100,2
001000100010101,1
001000100010110,1
001000100100100,1
001000100111111,1
001000101000000,1
001000101000010,1
001000101001100,2
001000101001101,1
001000101010100,1
001000101100000,1
001000110000000,2
001000110000010,1
001000110000100,1
001000110011100,2
001000110100000,1
001000110101101,1
001000111000000,2
001000111001000,1
001000111010100,1
001000111010110,1
001000111100100,1
001000111101001,1
001000111110100,1
001001000000000,7
001001000000100,3
001001000000101,1
001001000001000,1
001001000010100,2
001001000100100,1
001001000101110,1
001001000110001,1
001001000110010,2
001001000111000,1
001001001000000,1
001001001000010,1
001001001000100,1
001001001001000,1
001001001010000,1
001001001010011,1
001001001011100,1
001001001100000,1
001001001110000,1
001001010000000,5
001001010000010,1
001001010001100,1
001001010010000,1
001001010100000,1
001001010100001,1
001001011000010,1
001001011000100,1
001001011010000,1
001001011010100,1
001001011100001,1
001001011100100,1
001001011111000,2
001001100000000,2
001001100001000,1
001001100001001,1
001001100010000,2
001001100011000,1
001001100100000,1
001001100101001,1
001001101000000,2
001001101000100,2
001001101001100,1
001001101010000,1
001001101100000,2
001001101100010,1
001001101101100,1
001001101110100,1
001001110000000,1
001001110000010,1
001001110000011,1
001001110000100,1
001001110010000,1
001001110101001,1
001001110110100,1
001001110111100,1
001001111000000,1
001001111000110,1
001001111001100,1
001001111010100,1
001001111100000,1
001001111100010,1
001001111100100,2
001001111111000,1
001010000000000,11
001010000000010,1
001010000000100,3
001010000000101,2
001010000000111,2
001010000001000,2
001010000010000,1
001010000010001,1
001010000010010,1
001010000010100,2
001010000011000,1
001010000100100,3
001010000110001,1
001010000110100,2
001010000111000,1
001010001000000,3
001010001000101,1
001010001001000,1
001010001010100,1
001010001011000,1
001010001100000,1
001010001100100,1
001010010000000,4
001010010000010,1
001010010000100,1
001010010001000,1
001010010010001,1
001010010010100,1
001010010100000,2
001010010100100,1
001010010110110,1
001010010111100,1
001010011000000,1
001010011000100,1
001010011000110,1
001010011001000,1
001010011001010,1
001010011100100,1
001010100000000,1
001010100000001,1
001010100000101,1
001010100001000,5
001010100001100,2
001010100010000,1
001010100011000,1
001010100011110,1
001010100100000,1
001010100101100,1
001010100110000,1
001010100110100,1
001010101000000,2
001010101000101,1
001010101010000,1
001010101010100,1
001010101010110,1
001010101101000,1
001010110000000,1
001010110000010,1
001010110000100,1
001010110001000,1
001010110010100,2
001010110111000,1
001010111000000,1
001010111001010,1
001010111001100,1
001010111010100,2
001010111010101,1
001010111100110,1
001010111110110,1
001011000000000,4
001011000000100,1
001011000001011,1
001011000010100,2
001011000011000,1
001011000100000,2
001011001000000,1
001011001001100,1
001011001010000,2
001011001010001,2
001011001010100,1
001011001100100,1
001011001100101,1
001011001100111,1
001011001101000,1
001011001110010,1
001011010000000,2
001011010000100,2
001011010001010,1
001011010010000,1
001011010100000,1
001011011000010,1
001011011000100,1
001011011011000,1
001011011100000,2
001011100000000,5
001011100000001,2
001011100001100,1
001011100010000,1
001011100010100,1
001011100011000,1
001011100100000,2
001011101000000,3
001011101000100,2
001011101001010,1
001011101010110,1
001011101110000,2
001011101110001,1
001011101111100,1
001011110000000,3
001011110000010,1
001011110000011,1
001011110000100,3
001011110001000,1
001011110010000,1
001011110010001,1
001011110010110,2
001011110100100,1
001011110101101,1
001011111000000,1
001011111000100,2
001011111001100,1
001011111010001,1
001011111010100,1
001011111100000,1
001011111100010,1
001011111100100,1
001011111101000,1
001011111101100,1
001100000000000,8
001100000000001,3
001100000000010,3
001100000000100,5
001100000000101,2
001100000001000,1
001100000001001,2
001100000001010,3
001100000001100,1
001100000010000,5
001100000010100,5
001100000010110,1
001100000011000,2
001100000011001,1
001100000011100,2
001100000100000,7
001100000100001,1
001100000100010,1
001100000100100,1
001100000101010,1
001100000101100,2
001100000110000,1
001100000110001,2
001100000110100,3
001100000111000,2
001100000111100,1
001100001000000,5
001100001000001,1
001100001000010,1
001100001000100,5
001100001001010,1
001100001010000,3
001100001010001,1
001100001010100,1
001100001100000,3
001100001100010,1
001100001100100,1
001100001110100,1
001100010000000,3
001100010000010,1
001100010000100,3
001100010000101,1
001100010010100,3
001100010011000,2
001100010100000,2
001100010100011,1
001100010100100,1
001100010101000,1
001100010111000,1
001100010111100,1
001100011000000,1
001100011000100,1
001100011100000,2
001100011101100,1
001100011110001,1
001100011110010,1
001100011110100,1
001100100000000,3
001100100000001,2
001100100000100,2
001100100001001,1
001100100001110,1
001100100010100,1
001100100011000,1
001100100011100,1
001100100011110,1
001100100100100,1
001100100100101,1
001100100100110,1
001100100110000,1
001100100110010,1
001100100110100,1
001100100111000,1
001100101000000,1
001100101000100,2
001100101001010,1
001100101001100,1
001100101010000,1
001100101010001,1
001100101010010,1
001100101010100,1
001100101010101,1
001100101101000,1
001100101110100,1
001100110000000,3
001100110000100,1
001100110000101,1
001100110001000,1
001100110010010,2
001100110100000,2
001100110110000,1
001100110111101,1
001100111000000,1
001100111000001,1
001100111000100,1
001100111000111,1
001100111001100,1
001100111100000,1
001100111100100,1
001100111101000,2
001100111101110,1
001101000000000,4
001101000000001,1
001101000000010,1
001101000000100,1
001101000000110,1
001101000010001,1
001101000010100,1
001101000100000,1
001101000101001,1
001101000101100,1
001101000110000,1
001101001000101,1
001101001010000,1
001101001011000,2
001101001011001,1
001101001100100,1
001101001101100,1
001101001110000,1
001101001110100,1
001101010000001,1
001101010000011,1
001101010000100,1
001101010010000,2
001101010010100,1
001101010100100,1
001101010101000,1
001101010101100,2
001101011000000,1
001101011000001,1
001101011001000,1
001101011010011,1
001101011100000,1
001101011100100,1
001101011101000,1
001101100000000,1
001101100000001,1
001101100010100,2
001101100100000,1
001101100101001,1
001101100110010,1
001101101000100,1
001101101000110,1
001101101001000,1
001101101010100,1
001101101100100,1
001101101110000,1
001101110000000,1
001101110000001,1
001101110000010,1
001101110000011,1
001101110000110,1
001101110001000,1
001101110001001,1
001101110010000,1
001101110010101,1
001101110010111,1
001101110110100,1
001101110111100,1
001101111000000,1
001101111010001,1
001101111011100,1
001101111100000,1
001101111100001,1
001101111100011,1
001110000000000,2
001110000000001,4
001110000000010,1
001110000000100,4
001110000001000,2
001110000001100,1
001110000010000,1
001110000010100,2
001110000010110,1
001110000011000,1
001110000011100,1
001110000100000,3
001110000100100,1
001110000101000,3
001110000110000,2
001110000110011,1
001110000111000,1
001110001000000,2
001110001000001,2
001110001000010,2
001110001000100,1
001110001000101,1
001110001001000,1
001110001001100,1
001110001010000,1
001110001011000,1
001110001011010,1
001110001100000,1
001110001100001,1
001110001101000,1
001110001111000,1
001110010000000,3
001110010000010,1
001110010000011,1
001110010001100,1
001110010010000,1
001110010010001,1
001110010100100,2
001110010110000,1
001110011000000,3
001110011000010,1
001110011001010,1
001110011010000,1
001110011100000,1
001110011100001,1
001110100000000,1
001110100000100,3
001110100010000,3
001110100010011,1
001110100010100,1
001110100100010,1
001110100101010,1
001110101001000,1
001110101001010,1
001110101010000,1
001110101010100,1
001110101011000,1
001110110000000,3
001110110000100,2
001110110001000,1
001110110101001,1
001110110101100,1
001110110110000,3
001110110111000,1
001110111000000,1
001110111000001,1
001110111000010,1
001110111000100,2
001110111001000,1
001110111010000,1
001110111100100,1
001110111101100,1
001111000000000,4
001111000000010,3
001111000000100,1
001111000000110,1
001111000001000,1
001111000001100,2
001111000010000,2
001111000010100,1
001111000100000,3
001111000100001,1
001111000100110,1
001111000110100,1
001111000110110,1
001111001000000,1
001111001000010,1
001111001000100,2
001111001000110,1
001111001001100,1
001111001010101,1
001111001011000,1
001111001011100,1
001111001100000,1
001111001100100,1
001111001100111,1
001111001101101,1
001111010000000,3
001111010000100,2
001111010001000,1
001111010010000,2
001111010010100,2
001111010011000,2
001111010011001,1
001111010011100,1
001111010100000,1
001111011010100,1
001111011100100,1
001111100010000,1
001111100010100,1
001111100010111,1
001111100110000,2
001111100110001,1
001111101000000,1
001111101001000,1
001111101100010,1
001111110000000,1
001111110000001,1
001111110000010,1
001111110000100,2
001111110000101,1
001111110001010,1
001111110100000,1
001111110101000,1
001111110110000,2
001111111000000,1
001111111000001,1
001111111000100,1
001111111001000,1
001111111001001,1
001111111001100,1
001111111011000,1
001111111100000,1
001111111100100,1
001111111100110,1
001111111111000,1
010000000000000,6
010000000000001,2
010000000000011,1
010000000000100,4
010000000000110,1
010000000001001,2
010000000001110,1
010000000010000,3
010000000010010,1
010000000010100,2
010000000011000,2
010000000100000,1
010000000100100,1
010000000101110,1
010000000110000,1
010000000110001,1
010000000110100,2
010000000111000,1
010000001000000,3
010000001000100,2
010000001001000,2
010000001001100,3
010000001010000,3
010000001010011,1
010000001010100,1
010000001011000,1
010000001011001,1
010000001100000,4
010000001100010,1
010000001100100,1
010000010000000,2
010000010000100,1
010000010000110,1
010000010001000,2
010000010010101,2
010000010010110,1
010000010100000,1
010000010100100,1
010000011000000,2
010000011001101,1
010000011011000,1
010000011100000,1
010000011110000,1
010000100000001,1
010000100010001,1
010000100110010,1
010000101001000,1
010000101001001,1
010000101101100,1
010000110000100,1
010000110011100,1
010000110100000,1
010000110111100,3
010000111001001,1
010000111101000,1
010001000000000,2
010001000000100,1
010001000001000,2
010001000001100,1
010001000010100,2
010001000100000,1
010001000100100,2
010001000110100,1
010001001000000,2
010001001010000,1
010001001100000,1
010001010000000,1
010001010001001,1
010001010010000,1
010001010100000,1
010001010110000,1
010001010111100,1
010001011000000,1
010001011010000,1
010001011011010,1
010001100000000,1
010001100000100,1
010001100001000,1
010001100010100,1
010001100110000,1
010001101000100,1
010001101010100,1
010001101100100,1
010001110001000,1
010001110010000,1
010001111011100,1
010001111111000,1
010010000000000,2
010010000000010,1
010010000001100,2
010010000001101,1
010010000010000,2
010010000010101,1
010010000011100,1
010010000100000,1
010010000100010,1
010010001000000,1
010010001000010,1
010010001001000,1
010010001001100,1
010010001010000,1
010010001010001,1
010010001011110,1
010010001100001,1
010010001100100,1
010010001110000,3
010010001111100,1
010010010000010,1
010010010000100,1
010010010010100,1
010010010100000,1
010010010101100,1
010010011000100,2
010010011100000,1
010010011110011,1
010010100000000,1
010010100001001,1
010010100010100,2
010010100110000,1
010010101000000,2
010010101001000,1
010010101100100,1
010010101101100,1
010010101110100,1
010010110000100,1
010010110001000,1
010010110101100,1
010010110110000,1
010010111000000,2
010010111000001,1
010010111100001,1
010011000000000,1
010011000000100,2
010011000010000,1
010011000100000,3
010011000100101,1
010011000110000,1
010011001000000,1
010011001000100,1
010011001010100,1
010011001100000,1
010011001100101,1
010011001101000,1
010011001110000,1
010011010001000,1
010011010111000,1
010011011000000,1
010011011010000,1
010011100000000,1
010011100000101,2
010011100010010,1
010011100010110,1
010011100100001,1
010011101000000,2
010011101000100,1
010011101010000,1
010011101010100,1
010011110000000,1
010011110000100,1
010011110001000,1
010011110010000,2
010011110010100,1
010011110011100,1
010011111000001,1
010011111011000,1
010011111100000,1
010100000000000,7
010100000000001,1
010100000000010,1
010100000000011,1
010100000000100,2
010100000000101,1
010100000000110,1
010100000001000,3
010100000010000,1
010100000010010,1
010100000010011,1
010100000010100,2
010100000010101,1
010100000011100,1
010100000100000,3
010100000100001,1
010100000100100,1
010100000101100,1
010100000110000,1
010100000110010,1
010100000110100,2
010100000111010,1
010100001000000,4
010100001000001,1
010100001000100,1
010100001001000,2
010100001010000,1
010100001010010,1
010100001100000,1
010100001100101,1
010100001101000,1
010100001110000,3
010100010000100,3
010100010001000,1
010100010010000,1
010100010010100,1
010100010011100,1
010100010100000,2
010100010100010,1
010100010101000,1
010100010110010,1
010100011000100,1
010100011001110,1
010100011100000,1
010100011101000,1
010100011111000,1
010100100000000,4
010100100000010,1
010100100000100,1
010100100001001,1
010100100010000,2
010100100010101,1
010100100100000,1
010100100101000,1
010100100110100,1
010100101000110,1
010100101011010,1
010100101100101,1
010100110000000,3
010100110010000,1
010100110011000,1
010100110100010,1
010100111000000,2
010100111001001,1
010100111110000,1
010100111110100,1
010100111111000,1
010100111111100,1
010101000010100,3
010101000011000,1
010101000011100,1
010101000100101,2
010101000101100,1
010101000110000,1
010101001000000,1
010101001100000,1
010101001101000,1
010101010000100,1
010101010010100,1
010101010011000,2
010101011000000,1
010101011001000,1
010101011010110,1
010101100000000,1
010101100000100,1
010101100001000,1
010101100010100,2
010101100011000,1
010101100101100,1
010101100110100,1
010101101000000,2
010101101000100,1
010101101000101,1
010101101010000,3
010101101011111,1
010101101100001,1
010101101100100,1
010101110000110,1
010101110001000,1
010101110010100,1
010101110110000,1
010101111010000,1
010101111010110,1
010101111011000,1
010101111110000,1
010110000000000,4
010110000000010,1
010110000000100,2
010110000001100,1
010110000010000,2
010110000010010,1
010110000010100,2
010110000011000,1
010110000011101,1
010110000100000,1
010110000100100,1
010110000110010,2
010110000110100,1
010110000111000,1
010110000111110,1
010110001000100,1
010110001010101,1
010110001011100,1
010110001110011,1
010110001110100,1
010110010000000,1
010110010000100,2
010110010010100,1
010110010110000,1
010110011000000,1
010110011000101,1
010110011000110,1
010110011010100,1
010110011100000,1
010110100000000,1
010110100000001,1
010110100000100,1
010110100001000,1
010110100010010,1
010110100100001,1
010110101000000,1
010110101000010,1
010110101000100,1
010110101000101,1
010110101100000,1
010110110000001,1
010110110010000,1
010110111000010,1
010110111010100,1
010110111011000,1
010111000000000,4
010111000000010,1
010111000000100,1
010111000001101,1
010111000011100,2
010111000100000,1
010111000110101,1
010111001000100,1
010111001000101,1
010111001000110,1
010111001010000,2
010111001010100,1
010111001011011,1
010111001100100,1
010111010000000,1
010111010000001,1
010111010001000,1
010111010010000,1
010111010100101,1
010111010110111,1
