Measurement outcome,Frequency
000000000000,100
000000000001,13
000000000010,23
000000000011,4
000000000100,24
000000000101,11
000000000110,20
000000000111,5
000000001000,6
000000001001,1
000000001010,6
000000001100,11
000000001101,4
000000001110,7
000000001111,3
000000010000,18
000000010001,5
000000010010,7
000000010011,1
000000010100,7
000000010101,1
000000010110,5
000000010111,5
000000011000,3
000000011010,3
000000011100,3
000000011110,5
000000011111,2
000000100000,35
000000100001,12
000000100010,12
000000100011,1
000000100100,17
000000100101,2
000000100110,20
000000100111,3
000000101000,1
000000101001,1
000000101010,3
000000101100,4
000000101101,2
000000101110,5
000000101111,2
000000110000,18
000000110001,3
000000110010,4
000000110011,2
000000110100,8
000000110101,3
000000110110,5
000000110111,1
000000111000,4
000000111010,2
000000111100,7
000000111110,2
000000111111,2
000001000000,20
000001000001,3
000001000010,11
000001000011,6
000001000100,6
000001000101,3
000001000110,9
000001000111,2
000001001000,3
000001001001,2
000001001010,5
000001001011,1
000001001100,2
000001001101,3
000001001110,2
000001010000,8
000001010001,3
000001010010,5
000001010011,2
000001010100,2
000001010101,3
000001010110,4
000001010111,1
000001011000,1
000001011001,1
000001011010,3
000001011100,2
000001011110,1
000001011111,2
000001100000,18
000001100001,4
000001100010,9
000001100011,4
000001100100,13
000001100101,3
000001100110,3
000001100111,2
000001101000,1
000001101010,2
000001101011,1
000001101100,3
000001101101,1
000001101110,4
000001101111,1
000001110000,7
000001110001,1
000001110010,4
000001110100,5
000001110101,2
000001110110,8
000001110111,2
000001111000,4
000001111001,2
000001111010,3
000001111100,3
000001111101,2
000001111110,5
000001111111,3
000010000000,29
000010000001,6
000010000010,5
000010000011,6
000010000100,5
000010000101,5
000010000110,11
000010000111,3
000010001000,7
000010001001,3
000010001010,3
000010001100,2
000010001101,2
000010001110,2
000010001111,1
000010010000,10
000010010001,4
000010010010,5
000010010011,1
000010010100,3
000010010101,1
000010010110,1
000010010111,2
000010011000,3
000010011011,1
000010011100,5
000010011110,1
000010100000,22
000010100001,9
000010100010,6
000010100011,4
000010100100,3
000010100101,1
000010100110,5
000010100111,3
000010101000,2
000010101001,1
000010101010,1
000010101100,3
000010101110,1
000010101111,1
000010110000,10
000010110010,3
000010110011,1
000010110100,4
000010110101,1
000010110110,2
000010110111,2
000010111000,1
000010111001,1
000010111010,1
000010111011,1
000010111100,1
000010111101,1
000010111110,3
000010111111,1
000011000000,55
000011000001,11
000011000010,16
000011000011,5
000011000100,10
000011000101,4
000011000110,11
000011000111,7
000011001000,10
000011001001,4
000011001010,5
000011001011,1
000011001100,4
000011001110,3
000011001111,3
000011010000,22
000011010001,4
000011010010,9
000011010011,3
000011010100,9
000011010101,1
000011010110,13
000011010111,3
000011011000,11
000011011001,2
000011011010,4
000011011100,5
000011011101,3
000011011110,6
000011100000,46
000011100001,10
000011100010,19
000011100011,10
000011100100,24
000011100101,2
000011100110,14
000011100111,7
000011101000,11
000011101001,4
000011101010,3
000011101011,3
000011101100,10
000011101110,7
000011101111,1
000011110000,10
000011110001,5
000011110010,10
000011110011,2
000011110100,11
000011110101,2
000011110110,5
000011110111,3
000011111000,11
000011111001,1
000011111010,3
000011111011,3
000011111100,6
000011111110,5
000011111111,2
000100000000,74
000100000001,11
000100000010,19
000100000011,10
000100000100,28
000100000101,8
000100000110,16
000100000111,3
000100001000,11
000100001001,1
000100001010,3
000100001011,2
000100001100,2
000100001101,1
000100001110,6
000100001111,1
000100010000,15
000100010001,2
000100010010,4
000100010011,4
000100010100,8
000100010101,2
000100010110,2
000100010111,3
000100011000,4
000100011100,1
000100011101,2
000100011110,7
000100100000,20
000100100001,3
000100100010,9
000100100011,5
000100100100,9
000100100101,3
000100100110,16
000100100111,1
000100101000,4
000100101001,1
000100101010,3
000100101100,2
