Measurement outcome,Frequency
0011111111,10
0100000000,39
0100000001,5
0100000010,3
0100000011,3
0100000100,5
0100000101,2
0100000110,3
0100000111,7
0100001000,7
0100001001,1
0100001010,3
0100001011,1
0100001100,3
0100001110,3
0100001111,5
0100010000,13
0100010001,4
0100010010,1
0100010011,1
0100010100,4
0100010101,3
0100010110,4
0100010111,3
0100011000,2
0100011010,1
0100011100,2
0100011110,3
0100011111,1
0100100000,22
0100100001,1
0100100010,2
0100100011,1
0100100100,4
0100100101,3
0100100110,3
0100100111,3
0100101000,2
0100101001,2
0100101010,2
0100101100,1
0100101101,2
0100101110,6
0100101111,3
0100110000,2
0100110001,1
0100110010,1
0100110011,1
0100110100,2
0100110110,1
0100110111,4
0100111010,2
0100111011,1
0100111100,2
0100111101,2
0100111110,3
0100111111,2
0101000000,10
0101000011,1
0101000100,5
0101000101,1
0101000110,2
0101000111,1
0101001000,2
0101001001,1
0101001010,1
0101001011,2
0101001110,2
0101001111,1
0101010000,2
0101010110,1
0101011000,1
0101011001,1
0101011010,1
0101011100,1
0101011101,1
0101011110,2
0101011111,2
0101100000,9
0101100001,2
0101100010,4
0101100011,2
0101100100,1
0101100101,3
0101101000,2
0101101001,2
0101101100,2
0101101110,5
0101101111,4
0101110000,8
0101110001,3
0101110110,4
0101111000,3
0101111001,1
0101111010,1
0101111100,3
0101111101,2
0101111110,6
0101111111,1
0110000000,52
0110000001,9
0110000010,10
0110000011,9
0110000100,7
0110000101,2
0110000110,5
0110000111,3
0110001000,1
0110001001,6
0110001010,1
0110001011,3
0110001100,2
0110001101,1
0110001110,2
0110001111,8
0110010000,11
0110010010,3
0110010011,2
0110010100,3
0110010110,2
0110010111,3
0110011000,6
0110011001,1
0110011010,2
0110011100,1
0110011101,1
0110011110,3
0110011111,4
0110100000,22
0110100001,8
0110100010,2
0110100011,1
0110100100,4
0110100101,2
0110100110,3
0110100111,4
0110101000,5
0110101010,2
0110101011,1
0110101100,5
0110101101,1
0110101110,1
0110101111,3
0110110000,9
0110110001,2
0110110010,2
0110110011,2
0110110100,2
0110110110,1
0110110111,3
0110111000,6
0110111001,1
0110111010,3
0110111011,1
0110111100,5
0110111110,8
0110111111,5
0111000000,44
0111000001,9
0111000010,9
0111000011,7
0111000100,5
0111000101,3
0111000110,5
0111000111,7
0111001000,8
0111001001,4
0111001010,2
0111001011,1
0111001100,4
0111001101,2
0111001110,5
0111001111,3
0111010000,14
0111010001,2
0111010010,2
0111010100,9
0111010101,1
0111010110,4
0111010111,5
0111011000,6
0111011001,1
0111011010,4
0111011011,2
0111011100,7
0111011101,3
0111011110,9
0111011111,6
0111100000,55
0111100001,6
0111100010,6
0111100011,3
0111100100,13
0111100101,4
0111100110,12
0111100111,13
0111101000,18
0111101010,4
0111101011,6
0111101100,9
0111101101,1
0111101110,11
0111101111,2
0111110000,22
0111110001,8
0111110010,1
0111110011,4
0111110100,15
0111110101,3
0111110110,11
0111110111,8
0111111000,21
0111111001,2
0111111010,6
0111111011,8
0111111100,11
0111111101,7
0111111110,16
0111111111,11
1000000000,111
1000000001,18
1000000010,17
1000000011,11
1000000100,20
1000000101,1
1000000110,18
1000000111,6
1000001000,18
1000001001,3
1000001010,6
1000001011,4
1000001100,10
1000001101,8
1000001110,15
1000001111,5
1000010000,23
1000010001,4
1000010010,3
1000010011,1
1000010100,7
1000010101,4
1000010110,12
1000010111,7
1000011000,12
1000011001,2
1000011010,5
1000011011,2
1000011100,6
1000011101,3
1000011110,12
1000011111,5
1000100000,51
1000100001,10
1000100010,3
1000100011,6
1000100100,11
1000100101,5
1000100110,13
1000100111,3
1000101000,6
1000101001,1
1000101010,7
1000101011,1
1000101100,6
1000101101,1
1000101110,6
1000101111,4
1000110000,16
1000110001,4
1000110010,1
1000110011,2
1000110100,6
1000110101,3
1000110110,7
1000110111,5
1000111000,5
1000111001,1
1000111010,1
1000111011,1
1000111100,7
1000111101,1
1000111110,5
1000111111,8
1001000000,20
1001000001,4
1001000010,4
1001000100,5
1001000101,2
1001000110,1
1001000111,2
1001001000,4
1001001001,2
1001001010,1
1001001011,1
1001001100,2
1001001101,1
1001001110,5
1001010000,5
1001010001,1
1001010100,4
1001010101,1
1001010110,3
1001011001,1
1001011010,1
1001011011,1
1001011100,2
1001011110,5
1001011111,2
1001100000,11
1001100001,1
1001100010,2
1001100011,3
1001100100,3
1001100110,3
1001100111,3
1001101000,4
1001101001,2
1001101010,1
1001101011,3
1001101100,2
1001101101,3
1001101110,4
1001101111,2
1001110000,9
1001110001,2
1001110010,1
1001110011,2
1001110110,2
1001110111,1
1001111000,4
1001111010,2
1001111011,3
1001111100,4
1001111101,1
1001111110,8
1001111111,3
1010000000,17
1010000001,2
1010000010,3
1010000011,2
1010000100,3
1010000101,3
1010000110,9
1010000111,2
1010001000,3
1010001001,1
1010001010,1
1010001011,2
1010001100,1
1010001101,3
1010001110,1
1010001111,4
1010010000,2
1010010001,3
1010010011,1
1010010101,1
1010010110,2
1010010111,1
1010011000,2
1010011010,1
1010011100,1
1010011110,2
1010011111,1
1010100000,19
1010100001,2
1010100010,3
1010100100,1
1010100110,1
1010100111,5
1010101000,3
1010101010,2
1010101011,1
1010101100,2
1010101101,2
1010101110,1
1010101111,6
1010110000,4
1010110001,1
1010110010,2
1010110100,4
1010110110,2
1010110111,2
1010111000,3
1010111011,1
1010111100,4
1010111110,3
1010111111,1
1011000000,13
1011000001,3
1011000010,4
1011000011,2
1011000100,4
1011000110,2
1011000111,1
1011001000,7
1011001001,2
1011001010,4
1011001011,3
1011001100,4
1011001101,4
1011001110,2
1011001111,4
1011010000,7
1011010001,1
1011010010,3
1011010011,1
1011010100,5
1011010101,1
1011010110,1
1011010111,1
1011011000,6
1011011001,2
1011011011,1
1011011100,3
1011011110,3
1011011111,1
1011100000,25
1011100001,7
1011100010,2
1011100011,1
1011100100,6
1011100101,2
1011100110,5
1011100111,4
1011101000,8
1011101001,1
1011101010,3
1011101011,1
1011101100,2
1011101101,2
1011101110,8
1011101111,3
1011110000,11
1011110001,3
1011110010,2
1011110011,2
1011110100,2
1011110110,5
1011110111,2
1011111000,2
1011111001,1
1011111011,2
1011111100,6
1011111101,4
1011111110,4
1011111111,6
1100000000,70
1100000001,11
1100000010,13
1100000011,14
1100000100,24
1100000101,6
1100000110,9
1100000111,15
1100001000,7
1100001001,4
1100001010,3
1100001011,4
1100001100,11
1100001101,6
1100001110,10
1100001111,4
1100010000,20
1100010001,1
1100010010,6
1100010011,4
1100010100,4
1100010101,3
1100010110,6
1100010111,8
1100011000,6
1100011001,2
1100011010,4
1100011100,3
1100011101,3
1100011110,7
1100011111,6
1100100000,18
1100100001,9
1100100010,6
1100100011,3
1100100100,8
1100100101,6
1100100110,6
1100100111,5
1100101000,6
1100101001,1
1100101010,4
1100101011,1
1100101100,8
1100101101,1
1100101110,8
1100101111,5
1100110000,5
1100110001,3
1100110010,3
1100110011,1
1100110100,3
1100110101,1
1100110110,3
1100110111,5
1100111000,8
1100111001,1
1100111010,3
1100111011,3
1100111100,1
1100111101,4
1100111110,4
1100111111,5
1101000000,28
1101000001,5
1101000010,6
1101000011,1
1101000100,7
1101000110,4
1101000111,4
1101001000,4
1101001010,1
1101001011,3
1101001100,2
1101001101,3
1101001110,5
1101001111,6
1101010000,11
1101010010,5
1101010011,1
1101010100,3
1101010101,1
1101010110,4
1101010111,1
1101011000,4
1101011100,2
1101011101,1
1101011110,5
1101100000,14
1101100001,5
1101100010,5
1101100011,4
1101100100,7
1101100101,3
1101100110,5
1101100111,6
1101101000,8
1101101001,2
1101101010,3
1101101011,3
1101101100,5
1101101101,1
1101101110,10
1101101111,8
1101110000,18
1101110001,6
1101110010,2
1101110011,3
1101110100,4
1101110101,1
1101110110,4
1101110111,5
1101111000,5
1101111001,1
1101111010,4
1101111011,3
1101111100,5
1101111101,3
1101111110,14
1101111111,4
1110000000,101
1110000001,19
1110000010,14
1110000011,12
1110000100,24
1110000101,9
1110000110,21
1110000111,11
1110001000,20
1110001001,5
1110001010,11
1110001011,8
1110001100,11
1110001101,2
1110001110,17
1110001111,14
1110010000,32
1110010001,7
1110010010,4
1110010011,3
1110010100,5
1110010101,7
1110010110,7
1110010111,11
1110011000,12
1110011001,3
1110011010,4
1110011011,3
1110011100,5
1110011101,7
1110011110,19
1110011111,4
1110100000,72
1110100001,10
1110100010,11
1110100011,11
1110100100,15
1110100101,1
1110100110,12
1110100111,10
1110101000,13
1110101001,2
1110101010,9
1110101011,4
1110101100,6
1110101101,2
1110101110,15
1110101111,10
1110110000,25
1110110001,6
1110110010,3
1110110011,4
1110110100,7
1110110101,3
1110110110,16
1110110111,11
1110111000,18
1110111001,3
1110111010,10
1110111011,5
1110111100,13
1110111101,6
1110111110,7
1110111111,6
1111000000,132
1111000001,15
1111000010,14
1111000011,14
1111000100,21
1111000101,11
1111000110,23
1111000111,21
1111001000,21
1111001001,3
1111001010,6
1111001011,6
1111001100,18
1111001101,9
1111001110,24
1111001111,13
1111010000,38
1111010001,8
1111010010,7
1111010011,6
1111010100,18
1111010101,5
1111010110,21
1111010111,13
1111011000,17
1111011001,5
1111011010,9
1111011011,8
1111011100,14
1111011101,6
1111011110,22
1111011111,18
1111100000,138
1111100001,29
1111100010,25
1111100011,18
1111100100,33
1111100101,17
1111100110,29
1111100111,29
1111101000,43
1111101001,5
1111101010,13
1111101011,9
1111101100,28
1111101101,13
1111101110,34
1111101111,33
1111110000,62
1111110001,17
1111110010,6
1111110011,7
1111110100,26
1111110101,9
1111110110,23
1111110111,20
1111111000,41
1111111001,9
1111111010,11
1111111011,12
1111111100,32
1111111101,9
1111111110,56
1111111111,31
