Measurement outcome,Frequency
00000,1392
00001,328
00010,257
00011,233
00100,247
00101,138
00110,154
00111,222
01000,178
01001,57
01010,64
01011,72
01100,130
01101,135
01110,182
01111,312
10000,609
10001,141
10010,96
10011,112
10100,145
10101,90
10110,95
10111,166
11000,322
11001,130
11010,126
11011,203
11100,341
11101,326
11110,444
11111,745
